name,url,real_name,occupation,gender,height,weight,number_of_appearances,first_apperance_year,universe,place_of_birth,movie_appearances
Ethel Tomago,/wiki/Ethel_Tomago_(Earth-14123),Ethel Tomago  [1],Adventurer,Female,,,1,2014.0,Earth-14123,,1.0
Eugene Thompson,/wiki/Eugene_Thompson_(Earth-96283),Eugene Thompson,Former high school student,Male,1.9558,,6,2002.0,Earth-96283,,2.0
Eugene Thompson,/wiki/Eugene_Thompson_(Earth-120703),Eugene Thompson,Student,Male,,,3,2012.0,Earth-120703,Forest Hills,1.0
Eva Belyakov,/wiki/Eva_Belyakov_(Earth-199999),Eva Belyakov,,Female,,,2,2015.0,Earth-199999,,
Everett Ross,/wiki/Everett_Ross_(Earth-199999),Everett K. Ross,Government agent,Male,,,3,2016.0,Earth-199999,United States of America,1.0
Everett Thomas,/wiki/Everett_Thomas_(Earth-10005),Everett Thomas,,,,,1,,Earth-10005,,1.0
Ezekiel Stane,/wiki/Ezekiel_Stane_(Earth-199999),Ezekiel Stane,Terrorist,Male,,,1,2013.0,Earth-199999,,
Fandral,/wiki/Fandral_(Earth-199999),Fandral,Adventurer,Male,,,10,2011.0,Earth-199999,Asgard,1.0
Fandral,/wiki/Fandral_(Earth-8096),Fandral,Adventurer,Male,,,7,2009.0,Earth-8096,Asgard,1.0
Faradei,/wiki/Faradei_(Earth-8096),Faradei,,Male,,,2,2011.0,Earth-8096,,
Father Everett,/wiki/Father_Everett_(Earth-701306),Everett,,Male,,,2,2003.0,Earth-701306,,1.0
Father Lantom,/wiki/Father_Lantom_(Earth-199999),Lantom (full name unknown),Priest,Male,,,6,2015.0,Earth-199999,,
Felicia Hardy,/wiki/Felicia_Hardy_(Earth-96283),Felicia Hardy,Cat Burglar,Female,,,1,2004.0,Earth-96283,,
Felicia Hardy,/wiki/Felicia_Hardy_(Earth-120703),Felicia Hardy,"Assistant to  Harry Osborn , former assistant to  Norman Osborn",Female,,,1,2014.0,Earth-120703,,1.0
Felix Blake,/wiki/Felix_Blake_(Earth-199999),Felix Blake,"Leader of the  Watchdogs , former  S.H.I.E.L.D.  agent",Male,,,5,2012.0,Earth-199999,,
Fenris Wolf,/wiki/Fenris_Wolf_(Earth-8096),Fenris,,Male,,,1,2010.0,Earth-8096,,
Ferdinand Lopez,/wiki/Ferdinand_Lopez_(Earth-199999),Ferdinand Lopez,Mercenary,Male,,,1,2014.0,Earth-199999,,
Fever Pitch,/wiki/Fever_Pitch_(Earth-8096),,Prisoner,Male,,,1,,Earth-8096,,
Fin Fang Foom,/wiki/Fin_Fang_Foom_(Earth-199673),Fin Fang Foom,,,,,1,2007.0,Earth-199673,,1.0
Fin Fang Foom,/wiki/Fin_Fang_Foom_(Earth-8096),Fin Fang Foom,,Male,,,2,2012.0,Earth-8096,,
Finn Cooley,/wiki/Finn_Cooley_(Earth-199999),Finn Cooley,Irish Mob Leader,Male,,,1,2016.0,Earth-199999,,
Firelord,/wiki/Firelord_(Earth-8096),Firelord,Galactus' Herald,Male,,,1,2012.0,Earth-8096,,
Flare,/wiki/Flare_(Earth-8096),,,Female,,,1,2012.0,Earth-8096,,
Flea,/wiki/Flea_(Earth-10005),,Student,Male,,,2,2003.0,Earth-10005,,1.0
Fletcher Heggs,/wiki/Fletcher_Heggs_(Earth-199999),Fletcher Heggs,,Male,,,1,2014.0,Earth-199999,,
Flint Marko,/wiki/Flint_Marko_(Earth-96283),Flint Marko,Criminal,Male,,,5,2007.0,Earth-96283,America,1.0
Forge,/wiki/Forge_(Earth-10005),,,,,,1,,Earth-10005,,1.0
Forge,/wiki/Forge_(Earth-8096),Forge,"Mechanic, Repairman, X-Man",Male,,,14,2009.0,Earth-8096,,
Frances Barrison,/wiki/Frances_Barrison_(Earth-96283),Frances Louise Barrison-Morbius,Criminal,Female,,,1,2007.0,Earth-96283,,
Francis Freeman,/wiki/Francis_Freeman_(Earth-TRN414),Francis Freeman,War criminal; organization leader,Male,,,1,2016.0,Earth-TRN414,,1.0
Francis Noche,/wiki/Francis_Noche_(Earth-199999),Francis Noche,Former mob enforcer,Male,,,1,2015.0,Earth-199999,,
Frank Castle,/wiki/Frank_Castle_(Earth-199999),Frank Castle [1],Former Marine,Male,,,12,2016.0,Earth-199999,United States of America,
Frank Castle,/wiki/Frank_Castle_(Earth-8096),Frank Castle,Vigilante,Male,,,1,,Earth-8096,New York City,
Frank Castle,/wiki/Frank_Castle_(Earth-TRN011),Frank Castle,"Vigilante, Formerly U.S. Marine",Male,1.9304,,1,2008.0,Earth-TRN011,Queens,1.0
"Frank Castle, Jr.","/wiki/Frank_Castle,_Jr._(Earth-TRN011)","Frank Castle, Jr.",,Male,,,1,,Earth-TRN011,,1.0
"Frank Castle, Jr.","/wiki/Frank_Castle,_Jr._(Earth-58732)","Frank Castle, Jr.","Vigilante, Formerly FBI agent, and ex-Delta Force soldier",Male,1.8034,,7,2004.0,Earth-58732,,1.0
"Frank Castle, Sr.","/wiki/Frank_Castle,_Sr._(Earth-58732)",Frank Castle Sr.,,Male,,,3,2004.0,Earth-58732,,1.0
Frank Payne,/wiki/Frank_Payne_(Earth-8096),Frank Payne,Criminal,Male,,,4,2010.0,Earth-8096,,
Frankie Raye,/wiki/Frankie_Raye_(Earth-121698),Frankie Raye,US Army soldier,Female,,,1,2007.0,Earth-121698,,
Franklin Hall,/wiki/Franklin_Hall_(Earth-199999),Franklin Hall,Scientist,Male,,,2,2013.0,Earth-199999,,
Franklin Hall,/wiki/Franklin_Hall_(Earth-8096),Franklin Hall,"Scientist, supervillain",Male,,,4,2010.0,Earth-8096,,
Franklin Nelson,/wiki/Franklin_Nelson_(Earth-199999),"Franklin Percy ""Foggy"" Nelson",Lawyer,Male,,,26,2015.0,Earth-199999,,
Franklin Nelson,/wiki/Franklin_Nelson_(Earth-701306),Franklin Nelson,Lawyer,Male,,,2,2003.0,Earth-701306,,1.0
Franklin Richards,/wiki/Franklin_Richards_(Earth-10005),Franklin Richards,,,,,1,,Earth-10005,,1.0
Franklin Storm,/wiki/Franklin_Storm_(Earth-TRN554),Franklin Storm,,Male,,,1,2015.0,Earth-TRN554,,1.0
Fred's Dad,/wiki/Fred's_Dad_(Earth-14123),,Vigilante,Male,,,1,2014.0,Earth-14123,,
Frederick,/wiki/Frederick_(Earth-14123),Frederick  (last name unknown),Adventurer; former sign flipper,Male,,,3,2014.0,Earth-14123,,1.0
Frederick Dukes,/wiki/Frederick_Dukes_(Earth-10005),Frederick J. Dukes,"Boxer, former mercenary",Male,1.9812,,2,2009.0,Earth-10005,,2.0
Frederick Dukes,/wiki/Frederick_Dukes_(Earth-8096),Frederick Dukes,"Soldier, Adventurer",Male,,,4,2009.0,Earth-8096,,
Frederick Dukes,/wiki/Frederick_Dukes_(Earth-TRN414),Frederick Dukes,Cage fighter,Male,,,1,2016.0,Earth-TRN414,,
Frederick Foswell,/wiki/Frederick_Foswell_(Earth-120703),Frederick Foswell,"Inmate; former crimelord, reporter at  Daily Bugle",Male,,,1,,Earth-120703,,
Frederick Schist,/wiki/Frederick_Schist_(Earth-58460),Frederick Schist,"Oil tycoon, businessman, criminal",Male,,,3,2004.0,Earth-58460,,1.0
Frigga,/wiki/Frigga_(Earth-199999),Frigga,Queen of Asgard,Female,,,6,2011.0,Earth-199999,,1.0
Gabriel Jones,/wiki/Gabriel_Jones_(Earth-199999),Gabriel Jones,Soldier,Male,,,6,2011.0,Earth-199999,Georgia,
Gabriel Jones,/wiki/Gabriel_Jones_(Earth-8096),Gabriel Jones,,Male,,,2,,Earth-8096,,
Galactus,/wiki/Galactus_(Earth-8096),Galactus,,Male,,,3,2012.0,Earth-8096,,
Galactus,/wiki/Galactus_(Earth-121698),Galactus,World Devourer,,,,2,2007.0,Earth-121698,,
Gale,/wiki/Gale_(Earth-199999),Gale (full name unknown),Police officer,Male,,,1,2015.0,Earth-199999,,1.0
Gale Hoffman,/wiki/Gale_Hoffman_(Earth-730911),Gale Hoffman,Reporter,Female,,,2,1978.0,Earth-730911,,
Gamora,/wiki/Gamora_(Earth-10022),Gamora,,Female,,,1,,Earth-10022,,1.0
Gamora,/wiki/Gamora_(Earth-199999),Gamora,Assassin,Female,,,4,2014.0,Earth-199999,,2.0
Garrison Kane,/wiki/Garrison_Kane_(Earth-10005),Garrison Kane,,,,,1,,Earth-10005,,1.0
Garthan Saal,/wiki/Garthan_Saal_(Earth-199999),Garthan Saal,Nova Corpsman,Male,,,2,2014.0,Earth-199999,Xandar,1.0
Gavin Merchant,/wiki/Gavin_Merchant_(Earth-TRN414),Gavin Merchant,,Male,,,1,2016.0,Earth-TRN414,,1.0
Geirmarr,/wiki/Geirmarr_(Earth-8096),Geirmarr,,Male,,,1,2011.0,Earth-8096,Jotunheim,
Gemini,/wiki/Gemini_(Earth-8096),Joshua Link,Professional criminal,Male,,,1,2012.0,Earth-8096,,
General Hager,/wiki/General_Hager_(Earth-121698),Hager (first name unknown),U.S. Army General,Male,,,1,2007.0,Earth-121698,,
General Kreigkopf,/wiki/General_Kreigkopf_(Earth-58732),Kreigkopf  (first name unknown),Soldier,Male,,,1,2004.0,Earth-58732,,
General Nhuan,/wiki/General_Nhuan_(Earth-TRN414),Nhuan (first name is unknown),General,Male,,,1,2014.0,Earth-TRN414,,1.0
Geoff Zorick,/wiki/Geoff_Zorick_(Earth-199999),Geoff Zorick,,Male,,,2,2015.0,Earth-199999,,
George Stacy,/wiki/George_Stacy_(Earth-120703),George Stacy,Police Captain,Male,1.905,,3,2012.0,Earth-120703,,2.0
George Stacy,/wiki/George_Stacy_(Earth-96283),George Stacy,Police Captain,Male,,,3,2007.0,Earth-96283,,1.0
George Talbot,/wiki/George_Talbot_(Earth-199999),George Talbot,Student,Male,,,2,2014.0,Earth-199999,,
George Tarleton,/wiki/George_Tarleton_(Earth-8096),George Tarleton,"Terrorist, scientist",Male,,,5,2010.0,Earth-8096,,
Georges Batroc,/wiki/Georges_Batroc_(Earth-199999),Georges Batroc,Mercenary; Leader of a group of mercenaries and pirates,Male,1.8034,,2,2014.0,Earth-199999,Algeria,
Georges Batroc,/wiki/Georges_Batroc_(Earth-8096),Georges Batroc,,Male,,,1,2010.0,Earth-8096,,
Georgi Luchkov,/wiki/Georgi_Luchkov_(Earth-199999),Georgi Luchkov,"Criminal, weapons dealer",Male,,,2,2012.0,Earth-199999,,
Gerald Durand,/wiki/Gerald_Durand_(Earth-199999),Gerald Durand,Mercenary,Male,,,1,2014.0,Earth-199999,,
Ghost,/wiki/Ghost_(Earth-199999),,Corporate saboteur,Male,,,1,2010.0,Earth-199999,,
Gideon Mace,/wiki/Gideon_Mace_(Earth-8096),Gideon Mace,,Male,,,1,2012.0,Earth-8096,,
Gideon Malick,/wiki/Gideon_Malick_(Earth-199999),Gideon Malick,Hydra leader; Formerly World Security Councilman,Male,,,13,2012.0,Earth-199999,,
Gilmore Hodge,/wiki/Gilmore_Hodge_(Earth-199999),Gilmore Hodge,Soldier,Male,,,1,2011.0,Earth-199999,,
Gilpetperdon,/wiki/Gilpetperdon_(Earth-8096),Gilpetperdon,"Traveller, free spirit",Male,2.1336,147.4174,1,2011.0,Earth-8096,,
Gina,/wiki/Gina_(Earth-199999),Gina (surname unknown),,Female,,,2,2015.0,Earth-199999,,
Gitano Dragonetti,/wiki/Gitano_Dragonetti_(Earth-26320),Gitano Dragonetti,Vampire Elder,Male,,,1,1998.0,Earth-26320,,1.0
Giuletta Nefaria,/wiki/Giuletta_Nefaria_(Earth-8096),Giuletta Nefaria,Mobster,Female,,,1,2013.0,Earth-8096,,
Glenn Talbot,/wiki/Glenn_Talbot_(Earth-199999),Glenn Talbot,Brigadier General in the U.S. Air Force,Male,,,17,2014.0,Earth-199999,,
Glenn Talbot,/wiki/Glenn_Talbot_(Earth-8096),Glenn Talbot,Army major,Male,,,2,2012.0,Earth-8096,,
Gordon,/wiki/Gordon_(Earth-199999),Gordon (full name unknown),,Male,,,11,2014.0,Earth-199999,,
Gordon Fraley,/wiki/Gordon_Fraley_(Earth-199999),Gordon Fraley,"Criminal, Thief",Male,,,1,2014.0,Earth-199999,,
Grace Donatelli,/wiki/Grace_Donatelli_(Earth-TRN011),Grace Donatelli,,Female,,,1,2008.0,Earth-TRN011,,1.0
Grant Ward,/wiki/Grant_Ward_(Earth-199999),Grant Douglas Ward [ citation needed ],"Operations specialist agent, spy, assassin, Director of Hydra; formerly double agent",Male,1.905,,58,2013.0,Earth-199999,,
Graymalkin,/wiki/Graymalkin_(Earth-10005),Graymalkin,,Male,,,1,,Earth-10005,,1.0
Gregory Spheeris,/wiki/Gregory_Spheeris_(Earth-199999),Gregory Spheeris,Club owner,Male,,,1,2015.0,Earth-199999,,
Groot,/wiki/Groot_(Earth-199999),Groot,,Male,,,6,2014.0,Earth-199999,,2.0
Groot,/wiki/Groot_(Earth-8096),Groot,Guardian of the Galaxy,Male,,,1,2012.0,Earth-8096,Planet X,
Grundroth,/wiki/Grundroth_(Earth-199999),Grundroth,Giant,Male,,,1,2011.0,Earth-199999,Jotunheim,1.0
Guest-Host,/wiki/Guest-Host_(Earth-199999),,,Male,,,4,2014.0,Earth-199999,,
Guido Carosella,/wiki/Guido_Carosella_(Earth-10005),Guido Carosella,,Male,,,1,,Earth-10005,,1.0
Gustav Fiers,/wiki/Gustav_Fiers_(Earth-120703),Gustav Fiers,Oscorp employee,Male,,,2,2012.0,Earth-120703,,2.0
Gustav Krueger,/wiki/Gustav_Krueger_(Earth-8096),Gustav Krueger,Criminal,Male,,,4,2011.0,Earth-8096,,
Gwen,/wiki/Gwen_(Earth-TRN414),Gwen,,Female,,,1,2014.0,Earth-TRN414,,1.0
Gwendolyne Stacy,/wiki/Gwendolyne_Stacy_(Earth-120703),Gwendolyne Stacy,,Female,,,4,2012.0,Earth-120703,United States of America,2.0
Gwendolyne Stacy,/wiki/Gwendolyne_Stacy_(Earth-96283),Gwendolyne Stacy,Student,Female,,,4,2007.0,Earth-96283,,1.0
Hailstrum,/wiki/Hailstrum_(Earth-199999),Hailstrum,Giant,Male,,,1,2011.0,Earth-199999,Jotunheim,1.0
Hamir,/wiki/Hamir_(Earth-199999),Hamir,Sorcerer,Male,,,2,2016.0,Earth-199999,,1.0
Hank Thompson,/wiki/Hank_Thompson_(Earth-199999),Hank Thompson ( name legally changed  from  Cameron Klein ),"Welder, former S.H.I.E.L.D. agent",Male,,,1,2014.0,Earth-199999,,
Hannah Hutchins,/wiki/Hannah_Hutchins_(Earth-199999),Hannah Hutchins,"Safety Inspector at ""StatiCorp""",Female,,,1,2013.0,Earth-199999,,
Hannibal King,/wiki/Hannibal_King_(Earth-26320),Hannibal King,Vampire Hunter,Male,,,2,2004.0,Earth-26320,,
Harbin Zemo,/wiki/Harbin_Zemo_(Earth-199999),Harbin Zemo,Baron of the Holy Roman Empire,Male,,,1,2011.0,Earth-199999,,
Harley Keener,/wiki/Harley_Keener_(Earth-199999),Harley Keener,Student,Male,,,1,2013.0,Earth-199999,,1.0
Harold Hogan,/wiki/Harold_Hogan_(Earth-199999),Harold Hogan,Chief of Security at Stark Industries,Male,,,11,2008.0,Earth-199999,,3.0
Harold Meachum,/wiki/Harold_Meachum_(Earth-199999),Harold Meachum,"Businessman, criminal",Male,,,9,2017.0,Earth-199999,,
Harold Osborn,/wiki/Harold_Osborn_(Earth-120703),Harold Osborn,Former CEO of Oscorp,Male,,,1,2014.0,Earth-120703,,1.0
Harold Osborn,/wiki/Harold_Osborn_(Earth-96283),Harold Osborn,Owner of Oscorp,Male,,,12,2002.0,Earth-96283,New York City,3.0
Harry Heck,/wiki/Harry_Heck_(Earth-58732),Harry Heck,Assassin,Male,,,2,2004.0,Earth-58732,,1.0
Harry Leland,/wiki/Harry_Leland_(Earth-8096),Harry Leland,,Male,,,4,2009.0,Earth-8096,,
Harvey Allen,/wiki/Harvey_Allen_(Earth-TRN554),Harvey Allen,Scientist,Male,,,1,2015.0,Earth-TRN554,,1.0
Harvey Elder,/wiki/Harvey_Elder_(Earth-121698),Harvey Elder,Former Nuclear Engineer turned Ruler of Subterranea,Male,,,1,2005.0,Earth-121698,,
Heather Glenn,/wiki/Heather_Glenn_(Earth-701306),Heather Glenn,,Female,,,1,2003.0,Earth-701306,,1.0
Heather Hudson,/wiki/Heather_Hudson_(Earth-10005),Heather Hudson,Farmer,Female,,,1,2009.0,Earth-10005,,1.0
Heimdall,/wiki/Heimdall_(Earth-8096),Heimdall,Gatekeeper,Male,,,6,2010.0,Earth-8096,,
Heimdall,/wiki/Heimdall_(Earth-199999),Heimdall,"Sentry, Gatekeeper of Asgard, Master of the Bifrost Bridge, Warrior",Male,,,9,2011.0,Earth-199999,,1.0
Heinrich Himmler,/wiki/Heinrich_Himmler_(Earth-199999),Heinrich Himmler,Reichsführer-SS,Male,,,1,2011.0,Earth-199999,,
Heinrich Schafer,/wiki/Heinrich_Schafer_(Earth-199999),Heinrich Schafer,Doctor,Male,,,2,2012.0,Earth-199999,,
Heinrich Zemo,/wiki/Heinrich_Zemo_(Earth-199999),Heinrich Zemo,"Scientist, Megalomaniac Conqueror",Male,,,1,2011.0,Earth-199999,Germany,
Heinrich Zemo,/wiki/Heinrich_Zemo_(Earth-8096),Heinrich Zemo,Terrorist,Male,,,12,2010.0,Earth-8096,Germany,
Heinz Kruger,/wiki/Heinz_Kruger_(Earth-199999),Heinz Kruger,"Nazi spy, assassin",Male,,,3,2011.0,Earth-199999,Germany,
Hela,/wiki/Hela_(Earth-199999),Hela,"Goddess of Death, Ruler of  Hel",Female,,,1,2011.0,Earth-199999,,
Hela,/wiki/Hela_(Earth-8096),Hela,Lord of the Dead,Female,,,3,2009.0,Earth-8096,,1.0
Helen Cho,/wiki/Helen_Cho_(Earth-199999),Helen Cho,Scientist,Female,,,1,2015.0,Earth-199999,,
Helen Stacy,/wiki/Helen_Stacy_(Earth-120703),Helen Stacy,,Female,,,2,2012.0,Earth-120703,,2.0
Heller Zemo,/wiki/Heller_Zemo_(Earth-199999),Heller Zemo,Baron,Male,,,1,2011.0,Earth-199999,Germany,
Helmut Gruler,/wiki/Helmut_Gruler_(Earth-199999),Helmut Gruler,Criminal,Male,,,1,2011.0,Earth-199999,Germany,
Helmut Zemo,/wiki/Helmut_Zemo_(Earth-199999),Helmut Zemo,"Terrorist, former soldier",Male,,,3,2016.0,Earth-199999,,
Henry Camp,/wiki/Henry_Camp_(Earth-8096),Henry Camp,Criminal,Male,,,4,,Earth-8096,,
Henry Guyrich,/wiki/Henry_Guyrich_(Earth-10005),Henry Guyrich [1],Senator Kelly 's aid,Male,,,2,2000.0,Earth-10005,,1.0
Henry Gyrich,/wiki/Henry_Gyrich_(Earth-8096),Henry Peter Gyrich,"Director, prisoner of the Skrulls (formerly)",Male,,,1,2012.0,Earth-8096,,
Henry Hunter,/wiki/Henry_Hunter_(Earth-199999),Henry Hunter,,Male,,,5,2016.0,Earth-199999,,
Henry McCoy,/wiki/Henry_McCoy_(Earth-10005),"Dr. Henry ""Hank"" Philip McCoy","United States Ambassador to the United Nations, Mutants rights activist; formerly  Xavier Institute  student, Secretary of Mutan",Male,,,6,2003.0,Earth-10005,Dunfee,3.0
Henry McCoy,/wiki/Henry_McCoy_(Earth-8096),Henry McCoy,,Male,,,11,2009.0,Earth-8096,,
Henry McCoy,/wiki/Henry_McCoy_(Earth-TRN414),"Dr. Henry ""Hank"" Philip McCoy",Teacher at  Xavier Institute,Male,,,2,2014.0,Earth-TRN414,Dunfee,3.0
Henry Pym,/wiki/Henry_Pym_(Earth-8096),Henry Pym,"Scientist, adventurer",Male,1.8288,77.11064,38,2010.0,Earth-8096,,
Henry Pym,/wiki/Henry_Pym_(Earth-199999),"Henry ""Hank"" Pym","Retired; former CEO, S.H.I.E.L.D. research and development consultant, scientist",Male,,,4,2015.0,Earth-199999,,1.0
Hercules,/wiki/Hercules_(Earth-8096),Hercules,,Male,,,1,2013.0,Earth-8096,,
Herman Schultz,/wiki/Herman_Schultz_(Earth-120703),Herman Schultz,Criminal,Male,,,1,,Earth-120703,,
Herman Schultz,/wiki/Herman_Schultz_(Earth-96283),Herman Schultz,Criminal,Male,,,2,2002.0,Earth-96283,,
Hernan Alvarez,/wiki/Hernan_Alvarez_(Earth-199999),Hernan Alvarez,,Male,,,10,2016.0,Earth-199999,,
Hilliard Zemo,/wiki/Hilliard_Zemo_(Earth-199999),Hilliard Zemo,Baron,Male,,,1,2011.0,Earth-199999,,
Hiro Hamada,/wiki/Hiro_Hamada_(Earth-14123),Hiro Hamada,Adventurer,Male,1.524,,3,2014.0,Earth-14123,San Fransokyo,1.0
Hirochi,/wiki/Hirochi_(Earth-199999),Hirochi,,Male,,,5,2016.0,Earth-199999,,
Hiroim,/wiki/Hiroim_(Earth-10022),Hiroim,Gladiator,Male,,,1,2010.0,Earth-10022,,1.0
Hitoshi,/wiki/Hitoshi_(Earth-10005),Hitoshi,Veterinary student,Male,,,1,2013.0,Earth-10005,,1.0
Hive,/wiki/Hive_(Earth-199999),,,Male,,,12,2015.0,Earth-199999,,
Ho Yinsen,/wiki/Ho_Yinsen_(Earth-199999),Ho Yinsen [1],Scientist,Male,,,4,2008.0,Earth-199999,,2.0
Hoarfen,/wiki/Hoarfen_(Earth-8096),Hoarfen,,Male,,,1,2011.0,Earth-8096,,
Hogun,/wiki/Hogun_(Earth-199999),Hogun,"Adventurer, warrior",Male,,,9,2011.0,Earth-199999,Vanaheim,1.0
Hogun,/wiki/Hogun_(Earth-8096),Hogun,Adventurer,Male,,,7,2009.0,Earth-8096,,1.0
Holden Radcliffe,/wiki/Holden_Radcliffe_(Earth-199999),Holden Radcliffe,Scientist,Male,,,19,2016.0,Earth-199999,,
Honey Lemon,/wiki/Honey_Lemon_(Earth-14123),,Adventurer,Female,1.778,,3,2014.0,Earth-14123,,1.0
Hope Abbott,/wiki/Hope_Abbott_(Earth-8096),Hope Abbott,,Female,,,1,2009.0,Earth-8096,,
Hope Shlottman,/wiki/Hope_Shlottman_(Earth-199999),Hope Shlottman,"College student, student athlete",Female,1.6764,,7,2015.0,Earth-199999,Omaha,
Hope van Dyne,/wiki/Hope_van_Dyne_(Earth-199999),Hope van Dyne,,Female,,,1,2015.0,Earth-199999,,1.0
Horseman of Death,/wiki/Horseman_of_Death_(Earth-10005),,,Female,,,1,2016.0,Earth-10005,,
Horseman of Famine,/wiki/Horseman_of_Famine_(Earth-10005),,,Female,,,1,2016.0,Earth-10005,,
Horseman of Pestilence,/wiki/Horseman_of_Pestilence_(Earth-10005),,,Male,,,1,2016.0,Earth-10005,,
Horseman of War,/wiki/Horseman_of_War_(Earth-10005),,,Male,,,1,2016.0,Earth-10005,,
Horuz,/wiki/Horuz_(Earth-199999),Horuz,Bounty hunter; outlaw,Male,,,1,2014.0,Earth-199999,,1.0
Howard Saint,/wiki/Howard_Saint_(Earth-58732),Howard Saint,,Male,,,4,2004.0,Earth-58732,,1.0
Howard Stacy,/wiki/Howard_Stacy_(Earth-120703),Howard Stacy,,Male,,,2,2012.0,Earth-120703,,2.0
Howard Stark,/wiki/Howard_Stark_(Earth-199999),Howard Stark,"Scientist, inventor, arms manufacturer, filmmaker, CEO and founder of  Stark Industries  (1940 - 1991)",Male,,,26,2008.0,Earth-199999,New York,3.0
Howard Stark,/wiki/Howard_Stark_(Earth-8096),Howard Stark,CEO of Stark International,Male,,,1,2010.0,Earth-8096,,
Howard the Duck,/wiki/Howard_the_Duck_(Earth-199999),Howard,,Male,,,3,2014.0,Earth-199999,,1.0
Hugh Jones,/wiki/Hugh_Jones_(Earth-199999),Hugh Jones,CEO of Roxxon Motor Oil,Male,,,4,2015.0,Earth-199999,,
Hugin,/wiki/Hugin_(Earth-8096),Hugin,,,,,2,,Earth-8096,,
Hugin,/wiki/Hugin_(Earth-199999),Hugin,Messenger,Male,1.0414,9.07184,2,2011.0,Earth-199999,,2.0
Humanoid Experimental Robot B-Type Integrated Electronics,/wiki/Humanoid_Experimental_Robot_B-Type_Integrated_Electronics_(Earth-121698),Humanoid Experimental Robot B-Type Integrated Electronics,,,,,1,2005.0,Earth-121698,,1.0
Humanoid Experimental Robot B-Type Integrated Electronics,/wiki/Humanoid_Experimental_Robot_B-Type_Integrated_Electronics_(Earth-8096),Humanoid Experimental Robot B-Type Integrated Electronics,,Male,,,1,2011.0,Earth-8096,,
Hutter,/wiki/Hutter_(Earth-199999),Hutter,Sturmbannführer,Male,,,1,2011.0,Earth-199999,,
Ian Boothby,/wiki/Ian_Boothby_(Earth-199999),Ian Boothby,Intern,Male,,,1,2013.0,Earth-199999,,
Ian Quinn,/wiki/Ian_Quinn_(Earth-199999),Ian Quinn,Entrepreneur,Male,,,8,2013.0,Earth-199999,,
Idaho,/wiki/Idaho_(Earth-199999),,Mercenary,Male,,,2,2014.0,Earth-199999,,
Illyana Rasputin,/wiki/Illyana_Rasputin_(Earth-10005),Illyana Rasputina,,Female,,,1,,Earth-10005,,1.0
Imir,/wiki/Imir_(Earth-199999),Imir,Rogue Asgardian god,Male,,,1,2012.0,Earth-199999,,
Ink,/wiki/Ink_(Earth-TRN011),,Criminal,Male,,,1,2008.0,Earth-TRN011,,1.0
Irani Rael,/wiki/Irani_Rael_(Earth-199999),Irani Rael,Leader of the Nova Corps,Female,,,2,2014.0,Earth-199999,Xandar,2.0
Isabella Carmela Magdalena Gnucci,/wiki/Isabella_Carmela_Magdalena_Gnucci_(Earth-58732),Isabella Carmela Magdalena Gnucci,Crimelord,Female,,,1,2004.0,Earth-58732,,
Isabelle Hartley,/wiki/Isabelle_Hartley_(Earth-199999),"Isabelle ""Izzy"" Hartley","Mercenary, former S.H.I.E.L.D. agent",Female,,,4,2014.0,Earth-199999,,
Isadore Cohen,/wiki/Isadore_Cohen_(Earth-8096),Isadore Cohen,,Male,,,2,,Earth-8096,,
Ivan Kragoff,/wiki/Ivan_Kragoff_(Earth-121698),Ivan Kragoff,"Scientist, Criminal",Male,,,1,,Earth-121698,,
Ivan Kragoff,/wiki/Ivan_Kragoff_(Earth-8096),Ivan Kragoff,Scientist,Male,,,2,2010.0,Earth-8096,,
Ivan Vanko,/wiki/Ivan_Vanko_(Earth-199999),Ivan Antonovich Vanko,Criminal; formerly physicist,Male,1.8034,76.657048,5,2010.0,Earth-199999,,1.0
Ivan Vanko,/wiki/Ivan_Vanko_(Earth-8096),Ivan Vanko [1],Supervillain,Male,,,9,2010.0,Earth-8096,,
Jack Denton,/wiki/Jack_Denton_(Earth-199999),Jack Denton,Former ambulance driver,,,,1,2015.0,Earth-199999,,
Jack Fury,/wiki/Jack_Fury_(Earth-8096),Jack Fury,Soldier,Male,,,2,2010.0,Earth-8096,,
Jack Hammer,/wiki/Jack_Hammer_(Earth-TRN414),Jack Hammer,Bartender,Male,,,1,2016.0,Earth-TRN414,,1.0
Jack McGee,/wiki/Jack_McGee_(Earth-199999),Jack McGee,"Student, School Newspaper Editor",Male,,,1,2008.0,Earth-199999,,1.0
Jack Murdock,/wiki/Jack_Murdock_(Earth-701306),Jack Murdock,Boxer,Male,,,2,2003.0,Earth-701306,,1.0
Jack Power,/wiki/Jack_Power_(Earth-635972),Jack Power,,Male,,,1,1991.0,Earth-635972,,1.0
Jack Rollins,/wiki/Jack_Rollins_(Earth-199999),Jack Rollins,S.H.I.E.L.D. Agent,Male,,,1,2014.0,Earth-199999,,
Jack Taggart,/wiki/Jack_Taggart_(Earth-199999),Jack Taggart,Soldier,Male,,,2,2013.0,Earth-199999,,1.0
Jack Taggert,/wiki/Jack_Taggert_(Earth-199999),,Mercenary,Male,,,1,2010.0,Earth-199999,,
Jack Thompson,/wiki/Jack_Thompson_(Earth-199999),Jack Thompson,SSR agent,Male,,,15,2015.0,Earth-199999,,
